Институт: Фэи
| № |    Фамилия |    Cредний балл |    Возраст |
|422 |     Иванов |               3 |         19 |
|423 |    Соколов |               3 |         19 |
|424 |      Попов |               3 |         19 |
|425 |   Кузнецов |               3 |         19 |
|426 |    Соколов |               3 |         19 |
|427 |    Соколов |               3 |         19 |
|428 |   Михайлов |               3 |         19 |
|429 |    Соколов |               3 |         19 |
|430 |    Смирнов |               3 |         19 |
|431 |   Васильев |               3 |         19 |
|432 |   Васильев |               3 |         19 |
|433 |     Иванов |               3 |         19 |
|434 |   Васильев |               3 |         19 |
|435 |    Смирнов |               3 |         19 |
|436 |   Кузнецов |               3 |         19 |
|437 |   Михайлов |               3 |         19 |
|438 |     Петров |               3 |         19 |
|439 |     Иванов |               3 |         19 |
|440 |    Соколов |               3 |         19 |
|441 |    Соколов |               3 |         19 |
|442 |     Петров |               2 |         19 |
|443 |      Попов |               2 |         19 |
|444 |    Смирнов |               2 |         19 |
|445 |    Соколов |               2 |         19 |
|446 |   Васильев |               2 |         19 |
|447 |      Попов |               2 |         19 |
|448 |   Михайлов |               2 |         19 |
|449 |   Васильев |               2 |         19 |
|450 |     Петров |               2 |         19 |
|451 |    Смирнов |               2 |         19 |
|452 |   Васильев |               2 |         19 |
|453 |   Васильев |               2 |         19 |
|454 |      Попов |               2 |         19 |
|455 |    Соколов |               2 |         19 |
|456 |     Петров |               2 |         19 |
|457 |    Соколов |               1 |         19 |
|458 |     Петров |               1 |         19 |
|459 |    Соколов |               1 |         19 |
|460 |   Кузнецов |               1 |         19 |
|461 |      Попов |               1 |         19 |
|462 |   Михайлов |               1 |         19 |
|463 |     Петров |               1 |         19 |
|464 |   Васильев |               1 |         19 |
|465 |   Михайлов |               1 |         19 |
|466 |    Соколов |               1 |         19 |
|467 |     Иванов |               1 |         19 |
|468 |     Иванов |               1 |         19 |
|469 |     Иванов |               1 |         19 |
|470 |     Иванов |               1 |         19 |
|471 |   Васильев |               1 |         19 |
|472 |   Кузнецов |               1 |         19 |
|473 |   Михайлов |               1 |         19 |
|474 |   Михайлов |               1 |         19 |
